name,stream_url,homepage,country,language,tags,codec,bitrate
2ST - Nowra - 91.7 FM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/NOW_2ST.mp3,https://www.2st.com.au/,Australia,english,adult contemporary,MP3,128
2ST - Southern Highlands - 102.9 FM (AAC),http://playerservices.streamtheworld.com/api/livestream-redirect/BOW_2STAAC.aac,https://www.2st.com.au/,Australia,english,adult contemporary,AAC+,64
2ST - Southern Highlands - 102.9 FM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/BOW_2ST.mp3,https://www.2st.com.au/,Australia,english,adult contemporary,MP3,128
2TripleO,https://playerservices.streamtheworld.com/api/livestream-redirect/2OOOAAC.aac,https://www.radio2tripleo.com.au/,Australia,,,AAC+,128
2TripleO - Sydney - 98.5 FM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/2OOO.mp3,https://www.radio2tripleo.com.au/,Australia,,"community radio,multilingual",MP3,128
2UE - Sydney - 954 AM,http://wz2liw.scahw.com.au/live/2ue_128.stream/playlist.m3u8,https://2ue.com.au/,Australia,english,"classic hits,oldies",AAC,130
2UE - Sydney - 954 AM,http://worldradio.online/proxy/?q=http://wz2liw.scahw.com.au/live/2ue_128.stream/playlist.m3u8,https://2ue.com.au/,Australia,english,"classic hits,commercial,oldies",UNKNOWN,0
2WAY FM - Port Macquarie - 103.9 FM (MP3),http://s34.myradiostream.com/12612/;,https://2wayfm.com.au/,Australia,english,"community radio,miscellaneous,music",MP3,128
2WCR - Warrumbungle Community Radio - Coonabarabran - 99.5 FM (AAC+),http://playerservices.streamtheworld.com/api/livestream-redirect/2WCRAAC.aac,http://2wcrfm.org.au/,Australia,english,"community radio,easy listening,indigenous,variety",AAC+,128
2WCR - Warrumbungle Community Radio - Coonabarabran - 99.5 FM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/2WCR.mp3,http://2wcrfm.org.au/,Australia,english,"community radio,easy listening,indigenous,variety",MP3,128
2XX - Canberra - 98.3 FM (AAC),http://playerservices.streamtheworld.com/api/livestream-redirect/2XXAAC.aac,https://www.2xxfm.org.au/,Australia,english,"alternative,community radio",AAC+,128
2XX - Canberra - 98.3 FM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/2XX.mp3,https://www.2xxfm.org.au/,Australia,english,"alternative,community radio",MP3,128
2YYY - Young - 92.3 FM (MP3),http://streaming.2yyyradio.com/radio/8000/radio.mp3,https://2yyyradio.com/wordpress/,Australia,english,"community radio,miscellaneous,music",MP3,320
3ABN Australia Radio,https://stream.3abnaustralia.org.au:8443/stream,https://www.3abnaustralia.org.au/,Australia,english,gospel,AAC+,56
3AW - Melbourne - 693 AM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/3AW.mp3,https://www.3aw.com.au/,Australia,english,"news,talk radio",MP3,48
"3AW 693  Melbourne, VIC, Australia Talk AM 693 ",https://playerservices.streamtheworld.com/api/livestream-redirect/3AW.mp3,https://www.3aw.com.au/,Australia,english,"news,news talk",MP3,48
3BA - Ballarat - 102.3 FM (AAC+),http://playerservices.streamtheworld.com/api/livestream-redirect/BAL_3BAAAC.aac,https://www.3ba.com.au/,Australia,english,"classic hits,commercial,music,news,oldies,sport,talk",AAC+,64
3BA - Ballarat - 102.3 FM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/BAL_3BA.mp3,https://www.3ba.com.au/,Australia,english,"classic hits,commercial,music,news,oldies,sport,talk",MP3,128
3BBR - Drouin - 103.1 FM (MP3),http://bbr0.radioca.st/stream,https://3bbrfm.org.au/,Australia,english,"community radio,miscellaneous",MP3,128
3CR,https://playerservices.streamtheworld.com/api/livestream-redirect/3CR.mp3,https://www.3cr.org.au/,Australia,english,community radio,MP3,128
3CR - Melbourne - 855 AM (AAC+),http://playerservices.streamtheworld.com/api/livestream-redirect/3CRAAC.aac,https://www.3cr.org.au/,Australia,english,"community radio,miscellaneous",AAC+,128
3CR - Melbourne - 855 AM (MP3),http://playerservices.streamtheworld.com/api/livestream-redirect/3CR.mp3,https://www.3cr.org.au/,Australia,english,"community radio,miscellaneous",MP3,128
3CR Community Radio,https://playerservices.streamtheworld.com/api/livestream-redirect/3CRAAC.aac,https://www.3cr.org.au/,Australia,,,AAC+,128
3CS - Colac - 1134 AM,http://wz3liw.scahw.com.au/live/3cs_128.stream/playlist.m3u8,https://3cs.com.au/,Australia,english,"commercial,music,news,talk",AAC,130
3CS - Colac - 1134 AM,http://worldradio.online/proxy/?q=http://wz3liw.scahw.com.au/live/3cs_128.stream/playlist.m3u8,https://3cs.com.au/,Australia,english,"commercial,music,news,talk",UNKNOWN,0
3GG - Warragul - 531 AM (AAC+),http://playerservices.streamtheworld.com/api/livestream-redirect/3GGAAC.aac,https://www.3gg.com.au/,Australia,english,"classic hits,commercial",AAC+,64
3HA - Hamilton / Portland - 92.9 FM / 981 AM,http://wz3liw.scahw.com.au/live/3ha_128.stream/playlist.m3u8,https://www.3ha.com.au/,Australia,english,"commercial,music,news,talk",AAC+,65
3KND - Melbourne - 1503 AM (AAC+),http://playerservices.streamtheworld.com/api/livestream-redirect/3KNDAAC.aac,https://www.3knd.org.au/,Australia,english,"community radio,indigenous,miscellaneous",AAC+,128
